행정동코드,행정동명,시군구명,자치구명,연도,총인구수,65세이상인구,고령화율,독거노인수,독거노인수_2018,독거노인비율,의료기관수,시설수,포화도,취약도지수,인프라갭,고령화율_변화,연령가중수요지수,수요공급갭지수,독거취약수요지수
1162068500,신사동,관악구,관악구,2023,22680,3603,15.89,1080.0,794.0,29.98,2.0,9,0.911,4.764,1201.0,0.35,1.2318,369.848,1.6011
1162069500,신림동,관악구,관악구,2023,23312,1985,8.51,682.0,526.0,34.36,1.0,9,0.911,2.924,992.5,-0.23,1.2275,221.508,1.6493
1162071500,난향동,관악구,관악구,2023,14875,2861,19.23,645.0,531.0,22.54,0.0,9,0.911,4.334,2861.0,1.3,1.2287,351.5311,1.5056
1162072500,조원동,관악구,관악구,2023,19405,3078,15.86,855.0,626.0,27.78,5.0,9,0.911,4.406,513.0,-0.44,1.2302,252.437,1.5719
1162073500,대학동,관악구,관악구,2023,24257,3202,13.2,968.0,602.0,30.23,1.0,9,0.911,3.99,1601.0,0.13,1.235,359.4973,1.6083
1162074500,삼성동,관악구,관악구,2023,20404,5515,27.03,1677.0,1464.0,30.41,0.0,9,0.911,8.22,5515.0,1.43,1.2448,686.5072,1.6233
1162076500,미성동,관악구,관악구,2023,30013,6112,20.36,1446.0,1095.0,23.66,0.0,9,0.911,4.817,6112.0,1.08,1.2203,745.8474,1.509
1162077500,난곡동,관악구,관악구,2023,26058,5603,21.5,1673.0,1265.0,29.86,1.0,9,0.911,6.42,2801.5,1.07,1.2303,626.6701,1.5977
1165051000,서초1동,서초구,서초구,2023,20369,3162,15.52,638.0,461.0,20.18,6.0,4,0.915,3.132,451.71,0.69,1.2302,353.6266,1.4785
1165052000,서초2동,서초구,서초구,2023,26604,3455,12.99,424.0,334.0,12.27,3.0,4,0.915,1.594,863.75,0.67,1.222,527.7512,1.3719
1165053000,서초3동,서초구,서초구,2023,32126,5051,15.72,839.0,680.0,16.61,5.0,4,0.915,2.611,841.83,0.69,1.2373,624.9602,1.4428
1165053100,서초4동,서초구,서초구,2023,30323,4387,14.47,510.0,456.0,11.63,7.0,4,0.915,1.683,548.38,0.29,1.2351,451.532,1.3787
1165054000,잠원동,서초구,서초구,2023,26203,3428,13.08,632.0,758.0,18.44,1.0,4,0.915,2.412,1714.0,0.49,1.2305,703.0257,1.4574
1165055000,반포본동,서초구,서초구,2023,268,41,15.3,3.0,267.0,7.32,0.0,4,0.915,1.12,41.0,-0.49,1.198,9.8236,1.2857
1165056000,반포1동,서초구,서초구,2023,34100,4179,12.26,763.0,542.0,18.26,2.0,4,0.915,2.239,1393.0,0.48,1.2207,728.7579,1.4436
1165057000,반포2동,서초구,서초구,2023,15638,2111,13.5,308.0,380.0,14.59,0.0,4,0.915,1.97,2111.0,0.66,1.2334,520.7415,1.4134
1165058000,반포3동,서초구,서초구,2023,23597,3362,14.25,461.0,370.0,13.71,0.0,4,0.915,1.954,3362.0,0.22,1.2422,835.2553,1.4125
1165058100,반포4동,서초구,서초구,2023,18785,3029,16.12,441.0,384.0,14.56,2.0,4,0.915,2.347,1009.67,0.94,1.2277,531.2433,1.4065
1165059000,방배본동,서초구,서초구,2023,20594,3225,15.66,549.0,425.0,17.02,4.0,4,0.915,2.665,645.0,0.74,1.2551,449.7442,1.4687
1165060000,방배1동,서초구,서초구,2023,16688,3024,18.12,561.0,425.0,18.55,2.0,4,0.915,3.361,1008.0,0.77,1.2341,533.1312,1.463
1165061000,방배2동,서초구,서초구,2023,18401,3569,19.4,737.0,804.0,20.65,1.0,4,0.915,4.006,1784.5,1.02,1.2237,727.8976,1.4764
1165062000,방배3동,서초구,서초구,2023,17139,3325,19.4,353.0,560.0,10.62,5.0,4,0.915,2.06,554.17,1.11,1.2288,408.576,1.3593
1165062100,방배4동,서초구,서초구,2023,23061,3627,15.73,665.0,603.0,18.33,2.0,4,0.915,2.883,1209.0,0.44,1.2497,647.5231,1.4788
1165065100,양재1동,서초구,서초구,2023,42377,7330,17.3,1614.0,1037.0,22.02,3.0,4,0.915,3.809,1832.5,0.81,1.2257,1123.0476,1.4956
1165065200,양재2동,서초구,서초구,2023,21513,3109,14.45,829.0,539.0,26.66,1.0,4,0.915,3.852,1554.5,0.65,1.2156,629.8834,1.5397
1165066000,내곡동,서초구,서초구,2023,17340,3468,20.0,618.0,481.0,17.82,1.0,4,0.915,3.564,1734.0,1.06,1.2304,711.1712,1.4497
1168051000,신사동,강남구,강남구,2023,15623,3083,19.73,578.0,429.0,35.03,3.0,8,0.83,6.911,770.75,0.67,1.2608,323.9205,1.7025
1168052100,논현1동,강남구,강남구,2023,21360,3001,14.05,905.0,536.0,30.16,15.0,8,0.83,4.237,187.56,0.56,1.2316,154.0013,1.6031
1168053100,논현2동,강남구,강남구,2023,20501,3200,15.61,731.0,468.0,22.84,13.0,8,0.83,3.565,228.57,0.48,1.2312,179.0836,1.5124
1168054500,압구정동,강남구,강남구,2023,25720,5330,20.72,876.0,705.0,16.44,13.0,8,0.83,3.406,380.71,0.73,1.2509,303.059,1.4565
1168056500,청담동,강남구,강남구,2023,25213,3839,15.23,671.0,551.0,17.48,11.0,8,0.83,2.662,319.92,0.62,1.228,235.7146,1.4427
1168058000,삼성1동,강남구,강남구,2023,12464,2232,17.91,388.0,289.0,17.38,11.0,8,0.83,3.113,186.0,1.08,1.2248,136.6877,1.4377
1168059000,삼성2동,강남구,강남구,2023,30768,3931,12.78,825.0,491.0,20.99,3.0,8,0.83,2.683,982.75,0.67,1.2277,402.1741,1.4854
1168060000,대치1동,강남구,강남구,2023,23874,2709,11.35,240.0,164.0,8.86,1.0,8,0.83,1.006,1354.5,0.59,1.2179,329.9291,1.3258
1168061000,대치2동,강남구,강남구,2023,36957,5390,14.58,638.0,451.0,11.84,7.0,8,0.83,1.726,673.75,0.81,1.2053,406.0354,1.348
1168063000,대치4동,강남구,강남구,2023,19009,2098,11.04,589.0,358.0,28.07,5.0,8,0.83,3.099,349.67,0.35,1.2248,183.545,1.5686
1168064000,역삼1동,강남구,강남구,2023,34474,3684,10.69,1228.0,717.0,33.33,11.0,8,0.83,3.563,307.0,0.23,1.2282,226.2344,1.6376
1168065000,역삼2동,강남구,강남구,2023,37085,3919,10.57,780.0,491.0,19.9,4.0,8,0.83,2.103,783.8,0.34,1.2256,369.4713,1.4695
1168065500,도곡1동,강남구,강남구,2023,20839,3079,14.78,510.0,348.0,16.56,13.0,8,0.83,2.448,219.93,0.75,1.2222,171.0524,1.4246
1168065600,도곡2동,강남구,강남구,2023,32762,5162,15.76,713.0,549.0,13.81,0.0,8,0.83,2.176,5162.0,0.78,1.2336,707.5381,1.404
1168066000,개포1동,강남구,강남구,2023,6904,1679,24.32,599.0,325.0,35.68,0.0,8,0.83,8.677,1679.0,0.3,1.2204,227.6724,1.6558
1168067000,개포2동,강남구,강남구,2023,30287,4009,13.24,754.0,282.0,18.81,0.0,8,0.83,2.49,4009.0,0.1,1.2014,535.157,1.4274
1168069000,개포4동,강남구,강남구,2023,23467,3535,15.06,871.0,386.0,24.64,3.0,8,0.83,3.711,883.75,1.17,1.2092,356.2102,1.5071
1168070000,세곡동,강남구,강남구,2023,43259,6950,16.07,1908.0,954.0,27.45,2.0,8,0.83,4.411,2316.67,0.64,1.2497,789.5832,1.5927
1168072000,일원본동,강남구,강남구,2023,22972,3416,14.87,531.0,408.0,15.54,1.0,8,0.83,2.311,1708.0,1.22,1.215,415.044,1.4038
1168073000,일원1동,강남구,강남구,2023,14843,3413,22.99,1600.0,746.0,46.88,0.0,8,0.83,10.778,3413.0,1.0,1.2273,465.4194,1.8027
1168075000,수서동,강남구,강남구,2023,14274,4972,34.83,3410.0,1343.0,68.58,3.0,8,0.83,23.886,1243.0,3.09,1.2278,508.7185,2.0698
1171051000,풍납1동,송파구,송파구,2023,12311,2809,22.82,1029.0,616.0,36.63,1.0,9,0.961,8.359,1404.5,1.5,1.2229,312.2842,1.6708
1171052000,풍납2동,송파구,송파구,2023,24157,4072,16.86,1002.0,726.0,24.61,2.0,9,0.961,4.149,1357.33,1.24,1.2222,414.7332,1.523
1171053100,거여1동,송파구,송파구,2023,12181,2524,20.72,877.0,419.0,34.75,1.0,9,0.961,7.2,1262.0,1.12,1.2235,280.7376,1.6487
1171053200,거여2동,송파구,송파구,2023,23671,4345,18.36,1559.0,686.0,35.88,3.0,9,0.961,6.588,1086.25,0.76,1.226,409.7669,1.6659
1171054000,마천1동,송파구,송파구,2023,18442,4347,23.57,1847.0,955.0,42.49,0.0,9,0.961,10.015,4347.0,1.12,1.2356,537.1153,1.7606
1171055000,마천2동,송파구,송파구,2023,17953,4214,23.47,1691.0,1061.0,40.13,4.0,9,0.961,9.419,842.8,1.52,1.2328,371.0728,1.7275
1171056100,방이1동,송파구,송파구,2023,15303,2340,15.29,491.0,282.0,20.98,1.0,9,0.961,3.208,1170.0,0.84,1.2248,260.5484,1.4818
1171056200,방이2동,송파구,송파구,2023,25913,3685,14.22,1229.0,724.0,33.35,4.0,9,0.961,4.742,737.0,0.75,1.2179,320.5687,1.6241
1171056600,오륜동,송파구,송파구,2023,17772,3092,17.4,307.0,233.0,9.93,0.0,9,0.961,1.728,3092.0,1.36,1.2107,374.3484,1.3309
1171057000,오금동,송파구,송파구,2023,37756,6887,18.24,1861.0,962.0,27.02,5.0,9,0.961,4.928,1147.83,1.32,1.2299,564.6881,1.5622
1171058000,송파1동,송파구,송파구,2023,23626,3630,15.36,876.0,544.0,24.13,4.0,9,0.961,3.706,726.0,0.71,1.2198,316.2767,1.5141
1171059000,송파2동,송파구,송파구,2023,18799,3051,16.23,504.0,328.0,16.52,0.0,9,0.961,2.681,3051.0,0.92,1.2146,370.5745,1.4153
1171060000,석촌동,송파구,송파구,2023,31095,4726,15.2,1637.0,925.0,34.64,4.0,9,0.961,5.265,945.2,0.9,1.2163,410.5881,1.6376
1171061000,삼전동,송파구,송파구,2023,29411,4186,14.23,1542.0,790.0,36.84,9.0,9,0.961,5.242,418.6,0.92,1.2173,268.1904,1.6658
1171062000,가락본동,송파구,송파구,2023,25598,4068,15.89,1117.0,568.0,27.46,15.0,9,0.961,4.363,254.25,1.2,1.2216,198.7788,1.5571
1171063100,가락1동,송파구,송파구,2023,27478,3846,14.0,540.0,6.0,14.04,0.0,9,0.961,1.966,3846.0,1.14,1.1884,457.0586,1.3553
1171063200,가락2동,송파구,송파구,2023,31528,4562,14.47,884.0,473.0,19.38,0.0,9,0.961,2.804,4562.0,0.98,1.2208,556.929,1.4574
1171064100,문정1동,송파구,송파구,2023,19693,3219,16.35,631.0,346.0,19.6,1.0,9,0.961,3.205,1609.5,1.33,1.2101,354.1193,1.4473
1171064200,문정2동,송파구,송파구,2023,28735,4227,14.71,540.0,339.0,12.78,2.0,9,0.961,1.88,1409.0,0.68,1.2318,433.9016,1.3892
1171064600,장지동,송파구,송파구,2023,28910,4662,16.13,1355.0,735.0,29.06,0.0,9,0.961,4.687,4662.0,1.1,1.2237,570.4889,1.5793
1171064700,위례동,송파구,송파구,2023,44569,3658,8.21,711.0,243.0,19.44,2.0,9,0.961,1.596,1219.33,0.54,1.2215,372.3539,1.459
1171065000,잠실본동,송파구,송파구,2023,27854,3945,14.16,1388.0,686.0,35.18,3.0,9,0.961,4.981,986.25,0.52,1.214,368.4023,1.6411
1171067000,잠실2동,송파구,송파구,2023,34875,3939,11.29,495.0,404.0,12.57,0.0,9,0.961,1.419,3939.0,0.49,1.2135,477.9976,1.366
1171068000,잠실3동,송파구,송파구,2023,34041,6131,18.01,736.0,561.0,12.0,2.0,9,0.961,2.161,2043.67,0.89,1.2082,617.2895,1.3532
1171069000,잠실4동,송파구,송파구,2023,21184,3018,14.25,405.0,313.0,13.42,0.0,9,0.961,1.912,3018.0,0.9,1.2139,366.355,1.3768
1171071000,잠실6동,송파구,송파구,2023,16571,3035,18.32,371.0,271.0,12.22,3.0,9,0.961,2.239,758.75,1.24,1.2308,287.3445,1.3812
1171072000,잠실7동,송파구,송파구,2023,9442,2257,23.9,264.0,214.0,11.7,0.0,9,0.961,2.796,2257.0,1.23,1.2492,281.9444,1.3954
1174053000,명일제1동,강동구,강동구,2023,25449,4312,16.94,823.0,510.0,19.09,3.0,10,0.899,3.234,1078.0,1.12,1.2125,373.45,1.444
1174054000,명일제2동,강동구,강동구,2023,17259,2814,16.3,372.0,233.0,13.22,0.0,10,0.899,2.155,2814.0,1.29,1.207,308.7725,1.3666
1174055000,고덕제1동,강동구,강동구,2023,23847,3027,12.69,476.0,317.0,15.73,0.0,10,0.899,1.996,3027.0,0.77,1.2216,336.1621,1.4138
1174056000,고덕제2동,강동구,강동구,2023,22729,3189,14.03,659.0,381.0,20.66,1.0,10,0.899,2.899,1594.5,0.41,1.2053,320.3085,1.4543
1174057000,암사제1동,강동구,강동구,2023,34046,6335,18.61,1832.0,1191.0,28.92,1.0,10,0.899,5.382,3167.5,0.89,1.225,646.6979,1.5793
1174058000,암사제2동,강동구,강동구,2023,14940,2554,17.1,485.0,315.0,18.99,0.0,10,0.899,3.247,2554.0,1.15,1.222,283.7262,1.4541
1174059000,암사제3동,강동구,강동구,2023,17478,2854,16.33,391.0,275.0,13.7,0.0,10,0.899,2.237,2854.0,1.19,1.2126,314.6146,1.3787
1174060000,천호제1동,강동구,강동구,2023,26419,5518,20.89,1595.0,1128.0,28.91,0.0,10,0.899,6.039,5518.0,1.2,1.2173,610.6419,1.5692
1174061000,천호제2동,강동구,강동구,2023,33237,6143,18.48,1912.0,1971.0,31.12,11.0,10,0.899,5.751,511.92,0.57,1.2207,340.8527,1.6006
1174062000,천호제3동,강동구,강동구,2023,26276,4862,18.5,1497.0,1265.0,30.79,2.0,10,0.899,5.696,1620.67,0.95,1.2242,457.8508,1.6011
1174064000,성내제1동,강동구,강동구,2023,19654,3224,16.4,584.0,420.0,18.11,5.0,10,0.899,2.97,537.33,0.66,1.2202,245.8703,1.4412
1174065000,성내제2동,강동구,강동구,2023,22912,4507,19.67,1404.0,932.0,31.15,5.0,10,0.899,6.127,751.17,0.8,1.224,344.7855,1.6053
1174066000,성내제3동,강동구,강동구,2023,22793,4129,18.12,973.0,630.0,23.57,3.0,10,0.899,4.271,1032.25,1.18,1.2169,358.8986,1.5037
1174068500,길동,강동구,강동구,2023,44947,8560,19.04,2119.0,1343.0,24.75,13.0,10,0.899,4.712,611.43,1.28,1.2156,433.564,1.5165
1174070000,둔촌제2동,강동구,강동구,2023,24142,4283,17.74,908.0,741.0,21.2,3.0,10,0.899,3.761,1070.75,0.81,1.2216,373.7223,1.4806
