"동별","독거노인별","항목","단위","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"개포4동","저소득노인","계","","","","","","22","22","2","18","137","16","30","15","14","16","23",
"개포4동","저소득노인","65~79세","","","","","","16","17","1","12","108","9","24","8","8","11","16",
"개포4동","저소득노인","80세 이상","","","","","","6","5","1","6","29","7","6","7","6","5","7",
"개포4동","일   반","계","","","","","","309","320","275","275","175","284","316","444","621","701","721",
"개포4동","일   반","65~79세","","","","","","242","250","224","227","134","232","248","366","484","537","561",
"개포4동","일   반","80세 이상","","","","","","67","70","51","48","41","52","68","78","137","164","160",
"세곡동","합계","계","","","","","","714","748","766","836","954","1045","1152","1264","1718","1908","2500",
"세곡동","합계","65~79세","","","","","","501","531","543","563","597","694","791","861","1154","1273","1711",
"세곡동","합계","80세 이상","","","","","","213","217","223","273","357","351","361","403","564","635","789",
"세곡동","국민기초생활보장 수급권자","계","","","","","","148","148","162","173","182","293","675","406","359","397","629",
"세곡동","국민기초생활보장 수급권자","65~79세","","","","","","105","123","109","132","133","209","574","272","227","250","417",
"세곡동","국민기초생활보장 수급권자","80세 이상","","","","","","43","25","53","41","49","84","101","134","132","147","212",
"세곡동","저소득노인","계","","","","","","139","47","10","55","320","13","134","50","32","81","221",
"세곡동","저소득노인","65~79세","","","","","","94","27","7","35","206","6","110","28","13","46","139",
"세곡동","저소득노인","80세 이상","","","","","","45","20","3","20","114","7","24","22","19","35","82",
"세곡동","일   반","계","","","","","","427","553","594","608","452","739","343","808","1327","1430","1650",
"세곡동","일   반","65~79세","","","","","","302","381","427","396","258","479","107","561","914","977","1155",
"세곡동","일   반","80세 이상","","","","","","125","172","167","212","194","260","236","247","413","453","495",
"일원본동","합계","계","","","","","","437","388","370","387","408","398","416","463","503","531","522",
"일원본동","합계","65~79세","","","","","","153","227","211","248","257","273","286","331","352","377","367",
"일원본동","합계","80세 이상","","","","","","284","161","159","139","151","125","130","132","151","154","155",
"일원본동","국민기초생활보장 수급권자","계","","","","","","9","11","8","11","5","11","29","21","22","30","28",
"일원본동","국민기초생활보장 수급권자","65~79세","","","","","","2","8","6","9","4","8","23","9","8","17","15",
"일원본동","국민기초생활보장 수급권자","80세 이상","","","","","","7","3","2","2","1","3","6","12","14","13","13",
"일원본동","저소득노인","계","","","","","","2","2","1","2","72","7","6","3","4","5","7",
"일원본동","저소득노인","65~79세","","","","","","1","1","0","1","42","5","6","2","1","1","4",
"일원본동","저소득노인","80세 이상","","","","","","1","1","1","1","30","2","0","1","3","4","3",
"일원본동","일   반","계","","","","","","426","375","361","374","331","380","381","439","477","496","487",
"일원본동","일   반","65~79세","","","","","","150","218","205","238","211","260","257","320","343","359","348",
"일원본동","일   반","80세 이상","","","","","","276","157","156","136","120","120","124","119","134","137","139",
"일원1동","합계","계","","","","","","512","550","602","676","746","793","878","977","1458","1600","1906",
"일원1동","합계","65~79세","","","","","","385","423","474","531","568","630","679","757","1064","1184","1400",
"일원1동","합계","80세 이상","","","","","","127","127","128","145","178","163","199","220","394","416","506",
"일원1동","국민기초생활보장 수급권자","계","","","","","","189","163","226","198","226","382","414","485","417","440","607",
"일원1동","국민기초생활보장 수급권자","65~79세","","","","","","127","115","152","133","145","275","284","331","274","297","420",
"일원1동","국민기초생활보장 수급권자","80세 이상","","","","","","62","48","74","65","81","107","130","154","143","143","187",
"일원1동","저소득노인","계","","","","","","73","65","35","69","315","15","111","37","30","58","141",
"일원1동","저소득노인","65~79세","","","","","","66","62","25","48","236","6","95","23","13","31","82",
"일원1동","저소득노인","80세 이상","","","","","","7","3","10","21","79","9","16","14","17","27","59",
"일원1동","일   반","계","","","","","","250","322","341","409","205","396","353","455","1011","1102","1158",
"일원1동","일   반","65~79세","","","","","","192","246","297","350","187","349","300","403","777","856","898",
"일원1동","일   반","80세 이상","","","","","","58","76","44","59","18","47","53","52","234","246","260",
"수서동","합계","계","","","","","","938","984","1135","1235","1343","1529","1709","1904","3145","3410","4249",
"수서동","합계","65~79세","","","","","","736","754","892","970","1018","1237","1408","1566","2450","2625","3234",
"수서동","합계","80세 이상","","","","","","202","230","243","265","325","292","301","338","695","785","1015",
"수서동","국민기초생활보장 수급권자","계","","","","","","496","412","428","506","613","929","1087","1221","1067","1141","1651",
"수서동","국민기초생활보장 수급권자","65~79세","","","","","","354","301","271","381","419","701","823","934","783","835","1221",
"수서동","국민기초생활보장 수급권자","80세 이상","","","","","","142","111","157","125","194","228","264","287","284","306","430",
"수서동","저소득노인","계","","","","","","105","98","7","94","404","12","140","55","27","57","298",
"수서동","저소득노인","65~79세","","","","","","81","69","5","63","335","1","122","38","20","39","212",
"수서동","저소득노인","80세 이상","","","","","","24","29","2","31","69","11","18","17","7","18","86",
"수서동","일   반","계","","","","","","337","474","700","635","326","588","482","628","2051","2212","2300",
"수서동","일   반","65~79세","","","","","","301","384","616","526","264","535","463","594","1647","1751","1801",
"수서동","일   반","80세 이상","","","","","","36","90","84","109","62","53","19","34","404","461","499",
"송파구","합계","계","","9843","10243","10927","10937","11300","11608","12081","13554","14410","15717","17340","18741","25246","25889","22066",
"송파구","합계","65~79세","","8002","8187","7629","7884","9006","9231","8692","10137","11097","11937","13576","14618","18772","19547","16788",
"송파구","합계","80세 이상","","1841","2056","3298","3053","2294","2377","3389","3417","3313","3780","3764","4123","6474","6342","5278",
"송파구","국민기초생활보장 수급권자","계","","976","1049","962","1212","1364","1480","1634","1833","2312","2827","3497","4186","4667","5154","5708",
"송파구","국민기초생활보장 수급권자","65~79세","","703","759","682","817","1003","1096","1221","1331","1608","2001","2436","2950","3322","3710","4119",
"송파구","국민기초생활보장 수급권자","80세 이상","","273","290","280","395","361","384","413","502","704","826","1061","1236","1345","1444","1589",
"송파구","저소득노인","계","","723","1794","103","252","586","584","603","686","669","696","437","383","288","287","269",
"송파구","저소득노인","65~79세","","553","1426","61","119","402","370","362","420","384","433","254","218","154","193","163",
"송파구","저소득노인","80세 이상","","170","368","42","133","184","214","241","266","285","263","183","165","134","94","106",
"송파구","일   반","계","","8144","7400","9862","9473","9350","9544","9844","11035","11429","12194","13406","14172","20291","20448","16089",
"송파구","일   반","65~79세","","6746","6002","6886","6948","7601","7765","7109","8386","9105","9503","10886","11450","15296","15644","12506",
"송파구","일   반","80세 이상","","1398","1398","2976","2525","1749","1779","2735","2649","2324","2691","2520","2722","4995","4804","3583",
"풍납1동","합계","계","","","","","","457","457","549","586","616","642","674","702","982","1029","804",
"풍납1동","합계","65~79세","","","","","","390","390","430","481","479","520","549","560","764","802","629",
"풍납1동","합계","80세 이상","","","","","","67","67","119","105","137","122","125","142","218","227","175",
"풍납1동","국민기초생활보장 수급권자","계","","","","","","92","70","100","102","127","161","184","189","214","235","245",
"풍납1동","국민기초생활보장 수급권자","65~79세","","","","","","71","51","81","83","88","117","138","131","153","174","178",
"풍납1동","국민기초생활보장 수급권자","80세 이상","","","","","","21","19","19","19","39","44","46","58","61","61","67",
"풍납1동","저소득노인","계","","","","","","30","36","32","19","26","17","17","16","10","11","7",
"풍납1동","저소득노인","65~79세","","","","","","23","24","20","15","14","11","9","11","8","6","5",
"풍납1동","저소득노인","80세 이상","","","","","","7","12","12","4","12","6","8","5","2","5","2",
"풍납1동","일   반","계","","","","","","335","351","417","465","463","464","473","497","758","783","552",
"풍납1동","일   반","65~79세","","","","","","296","315","329","383","377","392","402","418","603","622","446",
"풍납1동","일   반","80세 이상","","","","","","39","36","88","82","86","72","71","79","155","161","106",
"풍납2동","합계","계","","","","","","428","448","484","551","726","640","684","757","985","1002","865",
"풍납2동","합계","65~79세","","","","","","340","350","347","438","553","495","521","577","735","754","648",
"풍납2동","합계","80세 이상","","","","","","88","98","137","113","173","145","163","180","250","248","217",
"풍납2동","국민기초생활보장 수급권자","계","","","","","","36","50","73","75","81","130","139","162","164","171","194",
"풍납2동","국민기초생활보장 수급권자","65~79세","","","","","","25","40","60","61","65","92","92","112","112","120","137",
"풍납2동","국민기초생활보장 수급권자","80세 이상","","","","","","11","10","13","14","16","38","47","50","52","51","57",
"풍납2동","저소득노인","계","","","","","","25","26","28","28","48","19","15","10","9","13","12",
"풍납2동","저소득노인","65~79세","","","","","","15","16","16","17","24","6","7","6","3","7","6",
"풍납2동","저소득노인","80세 이상","","","","","","10","10","12","11","24","13","8","4","6","6","6",
"풍납2동","일   반","계","","","","","","367","372","383","448","597","491","530","585","812","818","659",
"풍납2동","일   반","65~79세","","","","","","300","294","271","360","464","397","422","459","620","627","505",
"풍납2동","일   반","80세 이상","","","","","","67","78","112","88","133","94","108","126","192","191","154",
"거여1동","합계","계","","","","","","322","342","371","389","419","487","549","590","832","877","693",
"거여1동","합계","65~79세","","","","","","272","282","272","155","335","390","429","463","620","646","504",
"거여1동","합계","80세 이상","","","","","","50","60","99","234","84","97","120","127","212","231","189",
"거여1동","국민기초생활보장 수급권자","계","","","","","","67","75","80","83","133","156","178","189","187","220","247",
"거여1동","국민기초생활보장 수급권자","65~79세","","","","","","46","52","50","32","95","109","126","132","135","158","166",
"거여1동","국민기초생활보장 수급권자","80세 이상","","","","","","21","23","30","51","38","47","52","57","52","62","81",
"거여1동","저소득노인","계","","","","","","30","29","31","23","22","31","15","16","18","10","5",
"거여1동","저소득노인","65~79세","","","","","","22","17","21","5","9","17","8","8","11","8","1",
"거여1동","저소득노인","80세 이상","","","","","","8","12","10","18","13","14","7","8","7","2","4",
"거여1동","일   반","계","","","","","","225","238","260","283","264","300","356","385","627","647","441",
"거여1동","일   반","65~79세","","","","","","204","213","201","118","231","264","295","323","474","480","337",
"거여1동","일   반","80세 이상","","","","","","21","25","59","165","33","36","61","62","153","167","104",
"거여2동","합계","계","","","","","","717","717","637","607","686","956","883","1014","1496","1559","1258",
"거여2동","합계","65~79세","","","","","","569","569","466","474","534","684","689","796","1074","1136","951",
"거여2동","합계","80세 이상","","","","","","148","148","171","133","152","272","194","218","422","423","307",
"거여2동","국민기초생활보장 수급권자","계","","","","","","142","123","113","111","174","165","252","284","352","383","411",
"거여2동","국민기초생활보장 수급권자","65~79세","","","","","","109","92","91","88","129","129","166","199","230","254","276",
"거여2동","국민기초생활보장 수급권자","80세 이상","","","","","","33","31","22","23","45","36","86","85","122","129","135",
"거여2동","저소득노인","계","","","","","","52","38","48","62","53","49","39","36","16","12","26",
"거여2동","저소득노인","65~79세","","","","","","37","29","35","42","36","38","27","25","6","10","16",
"거여2동","저소득노인","80세 이상","","","","","","15","9","13","20","17","11","12","11","10","2","10",
"거여2동","일   반","계","","","","","","523","556","476","434","459","742","592","694","1128","1164","821",
"거여2동","일   반","65~79세","","","","","","423","448","340","344","369","517","496","572","838","872","659",
"거여2동","일   반","80세 이상","","","","","","100","108","136","90","90","225","96","122","290","292","162",
"마천1동","합계","계","","","","","","645","800","816","986","955","1000","1110","1197","1807","1847","1275",
"마천1동","합계","65~79세","","","","","","546","661","600","775","754","773","866","937","1327","1370","981",
"마천1동","합계","80세 이상","","","","","","99","139","216","211","201","227","244","260","480","477","294",
"마천1동","국민기초생활보장 수급권자","계","","","","","","163","203","221","189","149","155","376","454","493","529","549",
"마천1동","국민기초생활보장 수급권자","65~79세","","","","","","122","150","159","135","100","107","261","307","330","363","384",
"마천1동","국민기초생활보장 수급권자","80세 이상","","","","","","41","53","62","54","49","48","115","147","163","166","165",
"마천1동","저소득노인","계","","","","","","72","74","75","53","24","67","48","31","22","17","30",
"마천1동","저소득노인","65~79세","","","","","","52","48","39","28","7","33","20","14","12","10","21",
"마천1동","저소득노인","80세 이상","","","","","","20","26","36","25","17","34","28","17","10","7","9",
"마천1동","일   반","계","","","","","","410","523","520","744","782","778","686","712","1292","1301","696",
"마천1동","일   반","65~79세","","","","","","372","463","402","612","647","633","585","616","985","997","576",
"마천1동","일   반","80세 이상","","","","","","38","60","118","132","135","145","101","96","307","304","120",
"마천2동","합계","계","","","","","","535","535","623","708","1061","877","1015","1099","1940","1691","1375",
"마천2동","합계","65~79세","","","","","","450","450","479","579","818","712","823","886","1257","1292","1064",
"마천2동","합계","80세 이상","","","","","","85","85","144","129","243","165","192","213","683","399","311",
"마천2동","국민기초생활보장 수급권자","계","","","","","","144","150","176","261","205","235","318","381","407","441","525",
"마천2동","국민기초생활보장 수급권자","65~79세","","","","","","104","111","133","187","137","159","223","271","290","311","363",
"마천2동","국민기초생활보장 수급권자","80세 이상","","","","","","40","39","43","74","68","76","95","110","117","130","162",
"마천2동","저소득노인","계","","","","","","54","54","54","109","54","69","28","28","16","16","13",
"마천2동","저소득노인","65~79세","","","","","","41","36","30","76","33","47","18","16","11","11","9",
"마천2동","저소득노인","80세 이상","","","","","","13","18","24","33","21","22","10","12","5","5","4",
"마천2동","일   반","계","","","","","","337","331","393","338","802","573","669","690","1517","1234","837",
"마천2동","일   반","65~79세","","","","","","305","303","316","316","648","506","582","599","956","970","692",
"마천2동","일   반","80세 이상","","","","","","32","28","77","22","154","67","87","91","561","264","145",
"방이1동","합계","계","","","","","","243","243","257","289","282","282","332","352","453","491","455",
"방이1동","합계","65~79세","","","","","","182","182","172","204","202","202","234","253","320","355","330",
"방이1동","합계","80세 이상","","","","","","61","61","85","85","80","80","98","99","133","136","125",
"방이1동","국민기초생활보장 수급권자","계","","","","","","19","16","21","26","24","24","60","69","75","91","97",
"방이1동","국민기초생활보장 수급권자","65~79세","","","","","","13","12","15","19","18","18","34","44","47","63","70",
"방이1동","국민기초생활보장 수급권자","80세 이상","","","","","","6","4","6","7","6","6","26","25","28","28","27",
"방이1동","저소득노인","계","","","","","","13","13","15","16","17","17","5","7","8","5","5",
"방이1동","저소득노인","65~79세","","","","","","10","5","5","4","9","9","1","2","4","4","3",
"방이1동","저소득노인","80세 이상","","","","","","3","8","10","12","8","8","4","5","4","1","2",
"방이1동","일   반","계","","","","","","211","214","221","247","241","241","267","276","370","395","353",
"방이1동","일   반","65~79세","","","","","","159","165","152","181","175","175","199","207","269","288","257",
"방이1동","일   반","80세 이상","","","","","","52","49","69","66","66","66","68","69","101","107","96",
"방이2동","합계","계","","","","","","526","526","541","665","724","956","784","843","1162","1229","1033",
"방이2동","합계","65~79세","","","","","","427","427","393","531","578","745","645","689","921","979","827",
"방이2동","합계","80세 이상","","","","","","99","99","148","134","146","211","139","154","241","250","206",
"방이2동","국민기초생활보장 수급권자","계","","","","","","59","61","59","99","126","192","171","207","231","260","309",
"방이2동","국민기초생활보장 수급권자","65~79세","","","","","","42","41","43","76","94","139","128","154","183","209","248",
"방이2동","국민기초생활보장 수급권자","80세 이상","","","","","","17","20","16","23","32","53","43","53","48","51","61",
"방이2동","저소득노인","계","","","","","","26","27","23","53","47","44","16","14","12","13","13",
"방이2동","저소득노인","65~79세","","","","","","16","16","15","32","22","23","8","9","6","7","9",
"방이2동","저소득노인","80세 이상","","","","","","10","11","8","21","25","21","8","5","6","6","4",
"방이2동","일   반","계","","","","","","441","438","459","513","551","720","597","622","919","956","711",
"방이2동","일   반","65~79세","","","","","","369","370","335","423","462","583","509","526","732","763","570",
"방이2동","일   반","80세 이상","","","","","","72","68","124","90","89","137","88","96","187","193","141",
"오륜동","합계","계","","","","","","194","194","191","217","233","240","268","300","311","307","326",
"오륜동","합계","65~79세","","","","","","121","121","100","133","142","153","173","204","216","210","226",
"오륜동","합계","80세 이상","","","","","","73","73","91","84","91","87","95","96","95","97","100",
"오륜동","국민기초생활보장 수급권자","계","","","","","","2","1","4","2","1","3","8","6","8","9","8",
"오륜동","국민기초생활보장 수급권자","65~79세","","","","","","1","0","2","1","0","1","1","1","3","3","3",
"오륜동","국민기초생활보장 수급권자","80세 이상","","","","","","1","1","2","1","1","2","7","5","5","6","5",
"오륜동","저소득노인","계","","","","","","3","4","4","1","1","1","1","1","1","2","1",
"오륜동","저소득노인","65~79세","","","","","","2","2","1","0","0","0","0","","-","-","-",
"오륜동","저소득노인","80세 이상","","","","","","1","2","3","1","1","1","1","1","1","2","1",
"오륜동","일   반","계","","","","","","189","189","183","214","231","236","259","293","302","296","317",
"오륜동","일   반","65~79세","","","","","","118","119","97","132","142","152","172","203","213","207","223",
"오륜동","일   반","80세 이상","","","","","","71","70","86","82","89","84","87","90","89","89","94",
"오금동","합계","계","","","","","","769","769","742","888","962","1010","1182","1258","1743","1861","1593",
"오금동","합계","65~79세","","","","","","586","586","493","661","719","740","872","940","1264","1370","1209",
"오금동","합계","80세 이상","","","","","","183","183","249","227","243","270","310","318","479","491","384",
"오금동","국민기초생활보장 수급권자","계","","","","","","74","83","84","132","162","211","246","285","336","392","451",
"오금동","국민기초생활보장 수급권자","65~79세","","","","","","54","57","57","90","104","136","162","180","224","271","314",
"오금동","국민기초생활보장 수급권자","80세 이상","","","","","","20","26","27","42","58","75","84","105","112","121","137",
"오금동","저소득노인","계","","","","","","39","34","33","48","56","57","36","32","18","22","17",
"오금동","저소득노인","65~79세","","","","","","23","18","17","29","26","33","24","22","6","15","13",
"오금동","저소득노인","80세 이상","","","","","","16","16","16","19","30","24","12","10","12","7","4",
"오금동","일   반","계","","","","","","656","652","625","708","744","742","900","941","1389","1447","1125",
"오금동","일   반","65~79세","","","","","","509","511","419","542","589","571","686","738","1034","1084","882",
"오금동","일   반","80세 이상","","","","","","147","141","206","166","155","171","214","203","355","363","243",
"송파1동","합계","계","","","","","","471","471","465","518","544","572","662","681","883","876","779",
"송파1동","합계","65~79세","","","","","","395","395","361","424","451","465","539","537","676","678","606",
"송파1동","합계","80세 이상","","","","","","76","76","104","94","93","107","123","144","207","198","173",
"송파1동","국민기초생활보장 수급권자","계","","","","","","39","51","64","67","73","81","123","149","160","158","178",
"송파1동","국민기초생활보장 수급권자","65~79세","","","","","","29","42","49","52","53","64","91","110","116","118","135",
"송파1동","국민기초생활보장 수급권자","80세 이상","","","","","","10","9","15","15","20","17","32","39","44","40","43",
"송파1동","저소득노인","계","","","","","","19","20","22","14","13","11","15","11","8","7","6",
"송파1동","저소득노인","65~79세","","","","","","14","14","19","8","8","6","9","7","7","6","5",
"송파1동","저소득노인","80세 이상","","","","","","5","6","3","6","5","5","6","4","1","1","1",
"송파1동","일   반","계","","","","","","413","400","379","437","458","480","524","521","715","711","595",
"송파1동","일   반","65~79세","","","","","","352","339","293","364","390","395","439","420","553","554","466",
"송파1동","일   반","80세 이상","","","","","","61","61","86","73","68","85","85","101","162","157","129",
"송파2동","합계","계","","","","","","282","282","279","305","328","346","388","419","523","504","437",
"송파2동","합계","65~79세","","","","","","202","202","179","225","236","253","288","310","401","378","329",
"송파2동","합계","80세 이상","","","","","","80","80","100","80","92","93","100","109","122","126","108",
"송파2동","국민기초생활보장 수급권자","계","","","","","","30","30","34","38","47","63","77","91","91","78","86",
"송파2동","국민기초생활보장 수급권자","65~79세","","","","","","20","22","21","25","33","42","58","67","72","60","66",
"송파2동","국민기초생활보장 수급권자","80세 이상","","","","","","10","8","13","13","14","21","19","24","19","18","20",
"송파2동","저소득노인","계","","","","","","10","9","10","7","5","5","2","3","5","6","2",
"송파2동","저소득노인","65~79세","","","","","","3","3","2","4","3","3","1","2","4","6","2",
"송파2동","저소득노인","80세 이상","","","","","","7","6","8","3","2","2","1","1","1","-","-",
"송파2동","일   반","계","","","","","","242","243","235","260","276","278","309","325","427","420","349",
"송파2동","일   반","65~79세","","","","","","179","177","156","196","200","208","229","241","325","312","261",
"송파2동","일   반","80세 이상","","","","","","63","66","79","64","76","70","80","84","102","108","88",
"석촌동","합계","계","","","","","","672","672","772","884","925","1263","1079","1123","1507","1637","1366",
"석촌동","합계","65~79세","","","","","","576","576","595","709","740","824","884","923","1195","1303","1081",
"석촌동","합계","80세 이상","","","","","","96","96","177","175","185","439","195","200","312","334","285",
"석촌동","국민기초생활보장 수급권자","계","","","","","","107","110","115","120","224","294","222","242","266","341","378",
"석촌동","국민기초생활보장 수급권자","65~79세","","","","","","88","90","95","90","149","201","170","183","211","274","305",
"석촌동","국민기초생활보장 수급권자","80세 이상","","","","","","19","20","20","30","75","93","52","59","55","67","73",
"석촌동","저소득노인","계","","","","","","31","36","32","40","46","30","23","19","17","20","24",
"석촌동","저소득노인","65~79세","","","","","","19","23","20","25","33","22","10","7","7","15","15",
"석촌동","저소득노인","80세 이상","","","","","","12","13","12","15","13","8","13","12","10","5","9",
"석촌동","일   반","계","","","","","","534","526","625","724","655","939","834","862","1224","1276","964",
"석촌동","일   반","65~79세","","","","","","469","463","480","594","558","601","704","733","977","1014","761",
"석촌동","일   반","80세 이상","","","","","","65","63","145","130","97","338","130","129","247","262","203",
"삼전동","합계","계","","","","","","534","534","643","878","790","848","934","1016","1465","1542","1300",
"삼전동","합계","65~79세","","","","","","446","446","470","533","616","670","753","803","1142","1207","1021",
"삼전동","합계","80세 이상","","","","","","88","88","173","345","174","178","181","213","323","335","279",
"삼전동","국민기초생활보장 수급권자","계","","","","","","90","119","112","113","190","283","210","263","309","362","416",
"삼전동","국민기초생활보장 수급권자","65~79세","","","","","","57","81","70","74","121","206","153","196","237","288","332",
"삼전동","국민기초생활보장 수급권자","80세 이상","","","","","","33","38","42","39","69","77","57","67","72","74","84",
"삼전동","저소득노인","계","","","","","","25","28","45","39","30","36","30","27","15","16","20",
"삼전동","저소득노인","65~79세","","","","","","19","19","32","28","23","27","25","22","8","11","14",
"삼전동","저소득노인","80세 이상","","","","","","6","9","13","11","7","9","5","5","7","5","6",
"삼전동","일   반","계","","","","","","419","387","486","726","570","529","694","726","1141","1164","864",
"삼전동","일   반","65~79세","","","","","","370","346","368","431","472","437","575","585","897","908","675",
"삼전동","일   반","80세 이상","","","","","","49","41","118","295","98","92","119","141","244","256","189",
"가락본동","합계","계","","","","","","495","495","500","569","568","704","733","796","1061","1117","978",
"가락본동","합계","65~79세","","","","","","397","397","356","451","464","590","587","619","800","856","754",
"가락본동","합계","80세 이상","","","","","","98","98","144","118","104","114","146","177","261","261","224",
"가락본동","국민기초생활보장 수급권자","계","","","","","","56","56","67","71","105","127","148","191","184","211","212",
"가락본동","국민기초생활보장 수급권자","65~79세","","","","","","45","44","55","59","77","87","102","138","134","151","154",
"가락본동","국민기초생활보장 수급권자","80세 이상","","","","","","11","12","12","12","28","40","46","53","50","60","58",
"가락본동","저소득노인","계","","","","","","24","23","29","40","27","31","9","13","10","9","7",
"가락본동","저소득노인","65~79세","","","","","","17","17","19","25","15","15","4","6","7","7","4",
"가락본동","저소득노인","80세 이상","","","","","","7","6","10","15","12","16","5","7","3","2","3",
"가락본동","일   반","계","","","","","","415","416","404","458","436","546","576","592","867","897","759",
"가락본동","일   반","65~79세","","","","","","335","336","282","367","372","488","481","475","659","698","596",
"가락본동","일   반","80세 이상","","","","","","80","80","122","91","64","58","95","117","208","199","163",
"가락1동","합계","계","","","","","","20","20","14","11","6","33","436","464","524","540","508",
"가락1동","합계","65~79세","","","","","","16","16","9","9","3","26","370","392","414","422","388",
"가락1동","합계","80세 이상","","","","","","4","4","5","2","3","7","66","72","110","118","120",
"가락1동","국민기초생활보장 수급권자","계","","","","","","0","0","2","0","0","7","33","33","47","51","61",
"가락1동","국민기초생활보장 수급권자","65~79세","","","","","","0","0","2","0","0","5","18","19","28","32","34",
"가락1동","국민기초생활보장 수급권자","80세 이상","","","","","","0","0","0","0","0","2","15","14","19","19","27",
"가락1동","저소득노인","계","","","","","","1","1","1","1","0","1","8","5","13","11","6",
"가락1동","저소득노인","65~79세","","","","","","1","1","1","1","0","1","5","4","10","9","3",
"가락1동","저소득노인","80세 이상","","","","","","0","0","0","0","0","0","3","1","3","2","3",
"가락1동","일   반","계","","","","","","19","19","11","10","6","25","395","426","464","478","441",
"가락1동","일   반","65~79세","","","","","","15","15","6","8","3","20","347","369","376","381","351",
"가락1동","일   반","80세 이상","","","","","","4","4","5","2","3","5","48","57","88","97","90",
"가락2동","합계","계","","","","","","412","412","408","425","473","537","617","686","860","884","821",
"가락2동","합계","65~79세","","","","","","312","312","275","325","352","399","468","522","630","648","605",
"가락2동","합계","80세 이상","","","","","","100","100","133","100","121","138","149","164","230","236","216",
"가락2동","국민기초생활보장 수급권자","계","","","","","","20","34","45","21","56","89","101","118","127","139","157",
"가락2동","국민기초생활보장 수급권자","65~79세","","","","","","13","23","32","14","43","55","67","79","87","95","107",
"가락2동","국민기초생활보장 수급권자","80세 이상","","","","","","7","11","13","7","13","34","34","39","40","44","50",
"가락2동","저소득노인","계","","","","","","19","25","22","6","19","26","18","13","8","11","10",
"가락2동","저소득노인","65~79세","","","","","","10","14","12","5","17","18","10","6","3","5","3",
"가락2동","저소득노인","80세 이상","","","","","","9","11","10","1","2","8","8","7","5","6","7",
"가락2동","일   반","계","","","","","","373","353","341","398","398","422","498","555","725","734","654",
"가락2동","일   반","65~79세","","","","","","289","275","231","306","292","326","391","437","540","548","495",
"가락2동","일   반","80세 이상","","","","","","84","78","110","92","106","96","107","118","185","186","159",
"문정1동","합계","계","","","","","","286","286","310","317","346","381","443","484","622","631","557",
"문정1동","합계","65~79세","","","","","","237","237","239","257","275","304","350","389","491","493","432",
"문정1동","합계","80세 이상","","","","","","49","49","71","60","71","77","93","95","131","138","125",
"문정1동","국민기초생활보장 수급권자","계","","","","","","28","32","36","35","51","58","80","92","109","110","121",
"문정1동","국민기초생활보장 수급권자","65~79세","","","","","","22","22","27","28","36","48","57","67","84","82","88",
"문정1동","국민기초생활보장 수급권자","80세 이상","","","","","","6","10","9","7","15","10","23","25","25","28","33",
"문정1동","저소득노인","계","","","","","","15","14","14","13","26","7","10","9","9","10","8",
"문정1동","저소득노인","65~79세","","","","","","13","10","9","8","19","6","8","6","6","5","3",
"문정1동","저소득노인","80세 이상","","","","","","2","4","5","5","7","1","2","3","3","5","5",
"문정1동","일   반","계","","","","","","243","240","260","269","269","316","353","383","504","511","428",
"문정1동","일   반","65~79세","","","","","","202","205","203","221","220","250","285","316","401","406","341",
"문정1동","일   반","80세 이상","","","","","","41","35","57","48","49","66","68","67","103","105","87",
"문정2동","합계","계","","","","","","279","279","287","298","339","361","438","476","536","540","534",
"문정2동","합계","65~79세","","","","","","196","196","180","220","245","240","312","339","367","362","364",
"문정2동","합계","80세 이상","","","","","","83","83","107","78","94","121","126","137","169","178","170",
"문정2동","국민기초생활보장 수급권자","계","","","","","","15","14","10","8","13","15","27","33","31","28","30",
"문정2동","국민기초생활보장 수급권자","65~79세","","","","","","11","12","10","8","12","14","18","24","20","17","22",
"문정2동","국민기초생활보장 수급권자","80세 이상","","","","","","4","2","0","0","1","1","9","9","11","11","8",
"문정2동","저소득노인","계","","","","","","6","7","6","2","1","2","6","4","8","4","3",
"문정2동","저소득노인","65~79세","","","","","","5","4","3","1","1","1","3","2","6","2","2",
"문정2동","저소득노인","80세 이상","","","","","","1","3","3","1","0","1","3","2","2","2","1",
"문정2동","일   반","계","","","","","","258","258","271","288","325","344","405","439","497","508","501",
"문정2동","일   반","65~79세","","","","","","180","180","167","211","232","225","291","313","341","343","340",
"문정2동","일   반","80세 이상","","","","","","78","78","104","77","93","119","114","126","156","165","161",
"장지동","합계","계","","","","","","712","712","663","740","735","745","802","894","1318","1355","1062",
"장지동","합계","65~79세","","","","","","549","549","484","508","557","578","615","693","981","1007","811",
"장지동","합계","80세 이상","","","","","","163","163","179","232","178","167","187","201","337","348","251",
"장지동","국민기초생활보장 수급권자","계","","","","","","82","98","100","108","161","114","218","286","338","368","396",
"장지동","국민기초생활보장 수급권자","65~79세","","","","","","59","74","75","77","104","84","140","187","224","239","261",
"장지동","국민기초생활보장 수급권자","80세 이상","","","","","","23","24","25","31","57","30","78","99","114","129","135",
"장지동","저소득노인","계","","","","","","30","29","34","39","38","88","33","24","18","17","9",
"장지동","저소득노인","65~79세","","","","","","22","18","20","23","21","61","19","14","10","15","7",
