"동별","독거노인별","항목","단위","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"목4동","합계","65~79세","","","","","","413","420","404","435","406","512","540","573","617","634","669",
"목4동","합계","80세 이상","","","","","","114","112","123","148","193","184","181","189","231","245","262",
"목4동","국민기초생활보장 수급권자","계","","","","","","81","73","104","115","138","245","210","219","240","258","289",
"목4동","국민기초생활보장 수급권자","65~79세","","","","","","55","51","70","78","91","156","149","149","161","169","188",
"목4동","국민기초생활보장 수급권자","80세 이상","","","","","","26","22","34","37","47","89","61","70","79","89","101",
"목4동","저소득노인","계","","","","","","22","33","17","62","16","54","41","23","25","25","24",
"목4동","저소득노인","65~79세","","","","","","13","22","8","36","10","27","23","12","14","15","15",
"목4동","저소득노인","80세 이상","","","","","","9","11","9","26","6","27","18","11","11","10","9",
"목4동","일   반","계","","","","","","424","426","406","406","445","397","470","520","583","596","618",
"목4동","일   반","65~79세","","","","","","345","347","326","321","305","329","368","412","442","450","466",
"목4동","일   반","80세 이상","","","","","","79","79","80","85","140","68","102","108","141","146","152",
"목5동","합계","계","","","","","","466","474","443","453","438","316","500","558","633","621","640",
"목5동","합계","65~79세","","","","","","285","278","253","238","220","208","318","365","428","424","434",
"목5동","합계","80세 이상","","","","","","181","196","190","215","218","108","182","193","205","197","206",
"목5동","국민기초생활보장 수급권자","계","","","","","","5","4","3","4","9","5","6","11","13","13","15",
"목5동","국민기초생활보장 수급권자","65~79세","","","","","","3","2","2","4","5","2","4","7","8","8","10",
"목5동","국민기초생활보장 수급권자","80세 이상","","","","","","2","2","1","0","4","3","2","4","5","5","5",
"목5동","저소득노인","계","","","","","","3","5","2","5","4","2","0","4","5","3","3",
"목5동","저소득노인","65~79세","","","","","","1","1","2","1","0","0","0","0","2","1","1",
"목5동","저소득노인","80세 이상","","","","","","2","4","0","4","4","2","0","4","3","2","2",
"목5동","일   반","계","","","","","","458","465","438","444","425","309","494","543","615","605","622",
"목5동","일   반","65~79세","","","","","","281","275","249","233","215","206","314","358","418","415","423",
"목5동","일   반","80세 이상","","","","","","177","190","189","211","210","103","180","185","197","190","199",
"신월1동","합계","계","","","","","","770","810","816","881","1417","472","1166","1234","1388","1474","1607",
"신월1동","합계","65~79세","","","","","","630","651","658","711","1068","265","922","983","1094","1147","1260",
"신월1동","합계","80세 이상","","","","","","140","159","158","170","349","207","244","251","294","327","347",
"신월1동","국민기초생활보장 수급권자","계","","","","","","197","208","227","266","361","4","290","504","562","605","680",
"신월1동","국민기초생활보장 수급권자","65~79세","","","","","","154","171","181","205","249","2","231","354","404","428","495",
"신월1동","국민기초생활보장 수급권자","80세 이상","","","","","","43","37","46","61","112","2","59","150","158","177","185",
"신월1동","저소득노인","계","","","","","","46","58","95","75","92","1","70","43","44","36","33",
"신월1동","저소득노인","65~79세","","","","","","34","36","62","52","55","0","40","26","23","19","21",
"신월1동","저소득노인","80세 이상","","","","","","12","22","33","23","37","1","30","17","21","17","12",
"신월1동","일   반","계","","","","","","527","544","494","540","964","467","806","687","782","833","894",
"신월1동","일   반","65~79세","","","","","","442","444","415","454","764","263","651","603","667","700","744",
"신월1동","일   반","80세 이상","","","","","","85","100","79","86","200","204","155","84","115","133","150",
"신월2동","합계","계","","","","","","526","545","528","861","651","1168","761","810","893","994","1084",
"신월2동","합계","65~79세","","","","","","430","437","428","651","526","922","603","646","690","763","839",
"신월2동","합계","80세 이상","","","","","","96","108","100","210","125","246","158","164","203","231","245",
"신월2동","국민기초생활보장 수급권자","계","","","","","","94","114","118","149","146","396","194","211","230","284","323",
"신월2동","국민기초생활보장 수급권자","65~79세","","","","","","71","83","78","99","99","285","119","136","145","182","210",
"신월2동","국민기초생활보장 수급권자","80세 이상","","","","","","23","31","40","50","47","111","75","75","85","102","113",
"신월2동","저소득노인","계","","","","","","32","40","58","77","64","98","83","38","34","27","28",
"신월2동","저소득노인","65~79세","","","","","","26","28","33","41","38","56","42","20","19","15","18",
"신월2동","저소득노인","80세 이상","","","","","","6","12","25","36","26","42","41","18","15","12","10",
"신월2동","일   반","계","","","","","","400","391","352","635","441","674","484","561","629","683","733",
"신월2동","일   반","65~79세","","","","","","333","326","317","511","389","581","442","490","526","566","611",
"신월2동","일   반","80세 이상","","","","","","67","65","35","124","52","93","42","71","103","117","122",
"신월3동","합계","계","","","","","","659","716","755","756","1224","742","1004","1064","1157","1275","1365",
"신월3동","합계","65~79세","","","","","","536","567","602","614","954","575","801","837","883","979","1060",
"신월3동","합계","80세 이상","","","","","","123","149","153","142","270","167","203","227","274","296","305",
"신월3동","국민기초생활보장 수급권자","계","","","","","","148","170","186","190","272","167","345","436","452","507","551",
"신월3동","국민기초생활보장 수급권자","65~79세","","","","","","113","127","138","148","210","108","254","320","319","368","403",
"신월3동","국민기초생활보장 수급권자","80세 이상","","","","","","35","43","48","42","62","59","91","116","133","139","148",
"신월3동","저소득노인","계","","","","","","64","87","92","97","91","63","89","43","37","36","35",
"신월3동","저소득노인","65~79세","","","","","","41","54","50","57","55","31","45","27","25","23","25",
"신월3동","저소득노인","80세 이상","","","","","","23","33","42","40","36","32","44","16","12","13","10",
"신월3동","일   반","계","","","","","","447","459","477","469","861","512","570","585","668","732","779",
"신월3동","일   반","65~79세","","","","","","382","386","414","409","689","436","502","490","539","588","632",
"신월3동","일   반","80세 이상","","","","","","65","73","63","60","172","76","68","95","129","144","147",
"신월4동","합계","계","","","","","","357","368","353","458","527","985","530","596","660","711","740",
"신월4동","합계","65~79세","","","","","","285","289","280","335","389","769","413","462","495","531","541",
"신월4동","합계","80세 이상","","","","","","72","79","73","123","138","216","117","134","165","180","199",
"신월4동","국민기초생활보장 수급권자","계","","","","","","47","50","46","54","62","230","133","116","123","143","151",
"신월4동","국민기초생활보장 수급권자","65~79세","","","","","","32","36","31","16","43","169","88","75","78","91","97",
"신월4동","국민기초생활보장 수급권자","80세 이상","","","","","","15","14","15","38","19","61","45","41","45","52","54",
"신월4동","저소득노인","계","","","","","","22","25","25","21","35","88","22","31","27","28","15",
"신월4동","저소득노인","65~79세","","","","","","12","10","11","10","14","49","8","11","8","13","5",
"신월4동","저소득노인","80세 이상","","","","","","10","15","14","11","21","39","14","20","19","15","10",
"신월4동","일   반","계","","","","","","288","293","282","383","430","667","375","449","510","540","574",
"신월4동","일   반","65~79세","","","","","","241","243","238","309","332","551","317","376","409","427","439",
"신월4동","일   반","80세 이상","","","","","","47","50","44","74","98","116","58","73","101","113","135",
"신월5동","합계","계","","","","","","374","393","377","432","433","523","524","597","650","674","737",
"신월5동","합계","65~79세","","","","","","286","305","300","337","344","401","417","482","514","534","572",
"신월5동","합계","80세 이상","","","","","","88","88","77","95","89","122","107","115","136","140","165",
"신월5동","국민기초생활보장 수급권자","계","","","","","","64","71","105","65","107","128","169","198","211","238","265",
"신월5동","국민기초생활보장 수급권자","65~79세","","","","","","50","56","71","46","81","84","128","146","153","171","186",
"신월5동","국민기초생활보장 수급권자","80세 이상","","","","","","14","15","34","19","26","44","41","52","58","67","79",
"신월5동","저소득노인","계","","","","","","27","30","44","16","31","67","40","24","19","17","13",
"신월5동","저소득노인","65~79세","","","","","","20","20","28","9","18","37","22","15","10","11","8",
"신월5동","저소득노인","80세 이상","","","","","","7","10","16","7","13","30","18","9","9","6","5",
"신월5동","일   반","계","","","","","","283","292","228","351","295","328","315","375","420","419","459",
"신월5동","일   반","65~79세","","","","","","216","229","201","282","245","280","267","321","351","352","378",
"신월5동","일   반","80세 이상","","","","","","67","63","27","69","50","48","48","54","69","67","81",
"신월6동","합계","계","","","","","","348","250","172","205","192","515","286","364","389","414","427",
"신월6동","합계","65~79세","","","","","","272","202","142","166","151","408","241","301","312","330","346",
"신월6동","합계","80세 이상","","","","","","76","48","30","39","41","107","45","63","77","84","81",
"신월6동","국민기초생활보장 수급권자","계","","","","","","45","27","24","37","26","98","78","68","89","102","109",
"신월6동","국민기초생활보장 수급권자","65~79세","","","","","","32","19","16","25","18","80","55","45","59","68","71",
"신월6동","국민기초생활보장 수급권자","80세 이상","","","","","","13","8","8","12","8","18","23","23","30","34","38",
"신월6동","저소득노인","계","","","","","","16","6","5","10","4","169","20","9","7","5","4",
"신월6동","저소득노인","65~79세","","","","","","12","5","0","3","3","127","13","6","3","3","2",
"신월6동","저소득노인","80세 이상","","","","","","4","1","5","7","1","42","7","3","4","2","2",
"신월6동","일   반","계","","","","","","287","217","143","158","162","248","188","287","293","307","314",
"신월6동","일   반","65~79세","","","","","","228","178","126","138","130","201","173","250","250","259","273",
"신월6동","일   반","80세 이상","","","","","","59","39","17","20","32","47","15","37","43","48","41",
"신월7동","합계","계","","","","","","661","740","755","906","1024","255","1133","1164","1276","1370","1488",
"신월7동","합계","65~79세","","","","","","536","582","586","683","740","66","830","846","922","971","1045",
"신월7동","합계","80세 이상","","","","","","125","158","169","223","284","189","303","318","354","399","443",
"신월7동","국민기초생활보장 수급권자","계","","","","","","90","91","105","110","154","38","254","300","314","369","425",
"신월7동","국민기초생활보장 수급권자","65~79세","","","","","","67","64","72","83","107","22","171","197","206","237","268",
"신월7동","국민기초생활보장 수급권자","80세 이상","","","","","","23","27","33","27","47","16","83","103","108","132","157",
"신월7동","저소득노인","계","","","","","","27","46","52","65","112","3","89","87","74","67","63",
"신월7동","저소득노인","65~79세","","","","","","21","33","33","35","52","2","39","41","30","26","35",
"신월7동","저소득노인","80세 이상","","","","","","6","13","19","30","60","1","50","46","44","41","28",
"신월7동","일   반","계","","","","","","544","603","598","731","758","214","790","777","888","934","1000",
"신월7동","일   반","65~79세","","","","","","448","485","481","565","581","42","620","608","686","708","742",
"신월7동","일   반","80세 이상","","","","","","96","118","117","166","177","172","170","169","202","226","258",
"신정1동","합계","계","","","","","","334","377","351","382","388","1102","432","466","510","523","541",
"신정1동","합계","65~79세","","","","","","241","278","244","270","258","809","304","328","351","347","363",
"신정1동","합계","80세 이상","","","","","","93","99","107","112","130","293","128","138","159","176","178",
"신정1동","국민기초생활보장 수급권자","계","","","","","","38","39","54","47","55","238","73","74","82","95","105",
"신정1동","국민기초생활보장 수급권자","65~79세","","","","","","26","26","35","31","36","151","53","52","56","61","72",
"신정1동","국민기초생활보장 수급권자","80세 이상","","","","","","12","13","19","16","19","87","20","22","26","34","33",
"신정1동","저소득노인","계","","","","","","7","20","38","28","13","100","25","16","15","11","13",
"신정1동","저소득노인","65~79세","","","","","","3","12","22","19","11","58","14","7","5","4","6",
"신정1동","저소득노인","80세 이상","","","","","","4","8","16","9","2","42","11","9","10","7","7",
"신정1동","일   반","계","","","","","","289","318","259","307","320","764","334","376","413","417","423",
"신정1동","일   반","65~79세","","","","","","212","240","187","220","211","600","237","269","290","282","285",
"신정1동","일   반","80세 이상","","","","","","77","78","72","87","109","164","97","107","123","135","138",
"신정2동","합계","계","","","","","","437","462","419","454","674","435","549","597","640","687","724",
"신정2동","합계","65~79세","","","","","","325","337","316","325","460","303","404","440","469","493","510",
"신정2동","합계","80세 이상","","","","","","112","125","103","129","214","132","145","157","171","194","214",
"신정2동","국민기초생활보장 수급권자","계","","","","","","102","109","97","113","171","63","239","260","284","328","352",
"신정2동","국민기초생활보장 수급권자","65~79세","","","","","","72","76","59","72","108","45","152","169","181","205","221",
"신정2동","국민기초생활보장 수급권자","80세 이상","","","","","","30","33","38","41","63","18","87","91","103","123","131",
"신정2동","저소득노인","계","","","","","","19","30","35","34","54","36","55","22","27","20","18",
"신정2동","저소득노인","65~79세","","","","","","14","18","20","17","25","24","38","15","21","15","12",
"신정2동","저소득노인","80세 이상","","","","","","5","12","15","17","29","12","17","7","6","5","6",
"신정2동","일   반","계","","","","","","316","323","287","307","449","336","255","315","329","339","354",
"신정2동","일   반","65~79세","","","","","","239","243","237","236","327","234","214","256","267","273","277",
"신정2동","일   반","80세 이상","","","","","","77","80","50","71","122","102","41","59","62","66","77",
"신정3동","합계","계","","","","","","923","1162","1012","1170","1822","540","1439","1575","1760","1911","2025",
"신정3동","합계","65~79세","","","","","","698","930","814","859","1320","390","1136","1222","1352","1473","1536",
"신정3동","합계","80세 이상","","","","","","225","232","198","311","502","150","303","353","408","438","489",
"신정3동","국민기초생활보장 수급권자","계","","","","","","208","240","208","110","521","196","340","502","567","669","732",
"신정3동","국민기초생활보장 수급권자","65~79세","","","","","","151","180","158","49","373","120","233","342","386","464","228",
"신정3동","국민기초생활보장 수급권자","80세 이상","","","","","","57","60","50","61","148","76","107","160","181","205","504",
"신정3동","저소득노인","계","","","","","","73","97","40","67","132","20","115","62","67","60","52",
"신정3동","저소득노인","65~79세","","","","","","61","69","31","40","76","9","62","33","36","35","33",
"신정3동","저소득노인","80세 이상","","","","","","12","28","9","27","56","11","53","29","31","25","19",
"신정3동","일   반","계","","","","","","642","825","764","993","1169","324","984","1011","1126","1182","1241",
"신정3동","일   반","65~79세","","","","","","486","681","625","770","871","261","841","847","930","974","1275",
"신정3동","일   반","80세 이상","","","","","","156","144","139","223","298","63","143","164","196","208","-34",
"신정4동","합계","계","","","","","","1112","980","1004","1110","1202","1211","1378","1493","1664","1759","1920",
"신정4동","합계","65~79세","","","","","","944","786","816","913","977","874","1105","1201","1301","1362","1479",
"신정4동","합계","80세 이상","","","","","","168","194","188","197","225","337","273","292","363","397","441",
"신정4동","국민기초생활보장 수급권자","계","","","","","","174","170","195","230","253","521","447","466","524","580","654",
"신정4동","국민기초생활보장 수급권자","65~79세","","","","","","122","122","136","177","185","350","313","326","358","401","194",
"신정4동","국민기초생활보장 수급권자","80세 이상","","","","","","52","48","59","53","68","171","134","140","166","179","460",
"신정4동","저소득노인","계","","","","","","52","63","73","51","45","64","64","35","31","33","37",
"신정4동","저소득노인","65~79세","","","","","","37","40","44","36","24","31","32","20","19","23","25",
"신정4동","저소득노인","80세 이상","","","","","","15","23","29","15","21","33","32","15","12","10","12",
"신정4동","일   반","계","","","","","","886","747","736","829","904","626","867","992","1109","1146","1229",
"신정4동","일   반","65~79세","","","","","","785","624","636","700","768","493","760","855","924","938","1260",
"신정4동","일   반","80세 이상","","","","","","101","123","100","129","136","133","107","137","185","208","-31",
"신정6동","합계","계","","","","","","265","267","258","243","288","1338","331","349","398","403","410",
"신정6동","합계","65~79세","","","","","","188","184","174","159","183","1043","227","238","270","267","283",
"신정6동","합계","80세 이상","","","","","","77","83","84","84","105","295","104","111","128","136","127",
"신정6동","국민기초생활보장 수급권자","계","","","","","","5","3","3","5","3","333","12","13","14","15","11",
"신정6동","국민기초생활보장 수급권자","65~79세","","","","","","2","1","1","1","0","232","7","10","7","7","5",
"신정6동","국민기초생활보장 수급권자","80세 이상","","","","","","3","2","2","4","3","101","5","3","7","8","6",
"신정6동","저소득노인","계","","","","","","1","8","8","6","3","77","5","4","5","3","2",
"신정6동","저소득노인","65~79세","","","","","","1","2","2","0","0","46","0","0","-","-","-",
"신정6동","저소득노인","80세 이상","","","","","","0","6","6","6","3","31","5","4","5","3","2",
"신정6동","일   반","계","","","","","","259","256","247","232","282","928","314","332","379","385","397",
"신정6동","일   반","65~79세","","","","","","185","181","171","158","183","765","220","228","263","260","278",
"신정6동","일   반","80세 이상","","","","","","74","75","76","74","99","163","94","104","116","125","119",
"신정7동","합계","계","","","","","","861","927","914","1517","1085","1337","1285","1376","1522","1626","1703",
"신정7동","합계","65~79세","","","","","","678","714","691","1062","808","1062","959","1027","1106","1176","1239",
"신정7동","합계","80세 이상","","","","","","183","213","223","455","277","275","326","349","416","450","464",
"신정7동","국민기초생활보장 수급권자","계","","","","","","234","258","271","308","462","220","675","688","723","822","877",
"신정7동","국민기초생활보장 수급권자","65~79세","","","","","","182","195","198","213","348","137","437","453","462","522","564",
"신정7동","국민기초생활보장 수급권자","80세 이상","","","","","","52","63","73","95","114","83","238","235","261","300","313",
"신정7동","저소득노인","계","","","","","","90","105","147","191","67","34","47","42","37","36","43",
"신정7동","저소득노인","65~79세","","","","","","65","69","98","102","30","14","26","25","21","20","26",
"신정7동","저소득노인","80세 이상","","","","","","25","36","49","89","37","20","21","17","16","16","17",
"신정7동","일   반","계","","","","","","537","564","496","1018","556","1083","563","646","762","768","783",
"신정7동","일   반","65~79세","","","","","","431","450","395","747","430","911","496","549","623","634","649",
"신정7동","일   반","80세 이상","","","","","","106","114","101","271","126","172","67","97","139","134","134",
"강서구","합계","계","","10577","12930","13991","13213","14073","15024","15548","16226","17468","19498","20897","22863","24691","26046","40551",
"강서구","합계","65~79세","","5485","10009","10409","9882","10984","11065","12267","12812","13142","14692","15790","17209","18473","19493","29272",
"강서구","합계","80세 이상","","5092","2921","3582","3331","3089","3959","3281","3414","4326","4806","5107","5654","6218","6553","11279",
"강서구","국민기초생활보장 수급권자","계","","2443","2630","2764","3110","3190","3693","3095","3313","5115","5956","7418","8818","9757","10606","11609",
"강서구","국민기초생활보장 수급권자","65~79세","","978","1834","1880","2188","2261","2250","2183","2312","3587","4113","4994","6046","6670","7326","7594",
"강서구","국민기초생활보장 수급권자","80세 이상","","1465","796","884","922","929","1443","912","1001","1528","1843","2424","2772","3087","3280","4015",
"강서구","저소득노인","계","","549","512","585","839","950","980","888","976","1128","1373","990","698","676","642","1077",
"강서구","저소득노인","65~79세","","227","359","422","605","649","593","578","658","677","774","607","402","411","391","678",
"강서구","저소득노인","80세 이상","","322","153","163","234","301","387","310","318","451","599","383","296","265","251","399",
"강서구","일   반","계","","7585","9788","10642","9264","9933","10351","11565","11937","11225","12169","12489","13347","14258","14798","27865",
"강서구","일   반","65~79세","","4280","7816","8107","7089","8074","8222","9506","9842","8878","9805","10189","10761","11392","11776","21000",
"강서구","일   반","80세 이상","","3305","1972","2535","2175","1859","2129","2059","2095","2347","2364","2300","2586","2866","3022","6865",
"염창동","합계","계","","","","","","501","451","446","421","566","522","572","629","677","681","804",
"염창동","합계","65~79세","","","","","","395","356","350","324","428","396","445","487","516","512","587",
"염창동","합계","80세 이상","","","","","","106","95","96","97","138","126","127","142","161","169","217",
"염창동","국민기초생활보장 수급권자","계","","","","","","34","34","25","29","41","9","47","73","72","78","85",
"염창동","국민기초생활보장 수급권자","65~79세","","","","","","27","28","20","22","36","5","31","42","41","43","51",
"염창동","국민기초생활보장 수급권자","80세 이상","","","","","","7","6","5","7","5","4","16","31","31","35","34",
"염창동","저소득노인","계","","","","","","22","11","2","5","38","13","21","15","16","16","18",
"염창동","저소득노인","65~79세","","","","","","18","6","1","2","22","1","7","8","7","10","8",
"염창동","저소득노인","80세 이상","","","","","","4","5","1","3","16","12","14","7","9","6","10",
"염창동","일   반","계","","","","","","445","406","419","387","487","500","504","541","589","587","701",
"염창동","일   반","65~79세","","","","","","350","322","329","300","370","390","407","437","468","459","528",
"염창동","일   반","80세 이상","","","","","","95","84","90","87","117","110","97","104","121","128","173",
"등촌1동","합계","계","","","","","","537","522","552","543","649","668","725","758","778","835","967",
"등촌1동","합계","65~79세","","","","","","326","312","337","351","370","383","409","419","430","472","546",
"등촌1동","합계","80세 이상","","","","","","211","210","215","192","279","285","316","339","348","363","421",
"등촌1동","국민기초생활보장 수급권자","계","","","","","","37","41","36","34","37","61","70","86","82","95","95",
"등촌1동","국민기초생활보장 수급권자","65~79세","","","","","","27","29","25","27","28","45","51","56","51","60","47",
"등촌1동","국민기초생활보장 수급권자","80세 이상","","","","","","10","12","11","7","9","16","19","30","31","35","48",
"등촌1동","저소득노인","계","","","","","","10","16","15","18","3","16","21","12","6","10","19",
"등촌1동","저소득노인","65~79세","","","","","","10","12","9","12","0","11","8","5","1","4","12",
"등촌1동","저소득노인","80세 이상","","","","","","0","4","6","6","3","5","13","7","5","6","7",
"등촌1동","일   반","계","","","","","","490","465","501","491","609","591","634","660","690","730","853",
"등촌1동","일   반","65~79세","","","","","","289","271","303","312","342","327","350","358","378","408","487",
"등촌1동","일   반","80세 이상","","","","","","201","194","198","179","267","264","284","302","312","322","366",
"등촌2동","합계","계","","","","","","316","319","348","347","414","448","482","530","576","604","839",
"등촌2동","합계","65~79세","","","","","","253","242","258","296","307","309","363","398","419","449","603",
"등촌2동","합계","80세 이상","","","","","","63","77","90","51","107","139","119","132","157","155","236",
"등촌2동","국민기초생활보장 수급권자","계","","","","","","30","44","45","51","79","40","91","106","104","129","144",
"등촌2동","국민기초생활보장 수급권자","65~79세","","","","","","23","32","25","29","49","19","58","66","62","80","91",
"등촌2동","국민기초생활보장 수급권자","80세 이상","","","","","","7","12","20","22","30","21","33","40","42","49","53",
"등촌2동","저소득노인","계","","","","","","27","27","22","27","31","21","27","17","21","18","36",
"등촌2동","저소득노인","65~79세","","","","","","17","18","15","20","18","6","17","9","9","8","23",
"등촌2동","저소득노인","80세 이상","","","","","","10","9","7","7","13","15","10","8","12","10","13",
"등촌2동","일   반","계","","","","","","259","248","281","269","304","387","364","407","451","457","659",
"등촌2동","일   반","65~79세","","","","","","213","192","218","247","240","284","288","323","348","361","489",
"등촌2동","일   반","80세 이상","","","","","","46","56","63","22","64","103","76","84","103","96","170",
"등촌3동","합계","계","","","","","","1481","1622","1652","1934","1961","2339","2448","2696","2864","3055","5656",
"등촌3동","합계","65~79세","","","","","","1023","455","1180","1429","1320","1561","1710","1863","1994","2152","3810",
"등촌3동","합계","80세 이상","","","","","","458","1167","472","505","641","778","738","833","870","903","1846",
"등촌3동","국민기초생활보장 수급권자","계","","","","","","776","904","719","781","1038","1330","1587","1777","1905","2092","2269",
"등촌3동","국민기초생활보장 수급권자","65~79세","","","","","","522","281","473","494","720","845","1092","1247","1341","1477","1399",
"등촌3동","국민기초생활보장 수급권자","80세 이상","","","","","","254","623","246","287","318","485","495","530","564","615","870",
"등촌3동","저소득노인","계","","","","","","121","160","105","118","137","184","85","61","65","60","105",
"등촌3동","저소득노인","65~79세","","","","","","69","52","69","75","90","120","57","31","44","39","66",
"등촌3동","저소득노인","80세 이상","","","","","","52","108","36","43","47","64","28","30","21","21","39",
"등촌3동","일   반","계","","","","","","584","558","828","1035","786","825","776","858","894","903","3282",
"등촌3동","일   반","65~79세","","","","","","432","122","638","860","510","596","561","585","609","636","2345",
"등촌3동","일   반","80세 이상","","","","","","152","436","190","175","276","229","215","273","285","267","937",
"화곡1동","합계","계","","","","","","1179","993","1279","1378","1506","1762","1779","1978","2087","2261","3362",
"화곡1동","합계","65~79세","","","","","","984","843","1137","1187","1360","1406","1431","1559","1652","1791","2629",
"화곡1동","합계","80세 이상","","","","","","195","150","142","191","146","356","348","419","435","470","733",
"화곡1동","국민기초생활보장 수급권자","계","","","","","","166","215","176","186","253","481","449","522","576","671","749",
"화곡1동","국민기초생활보장 수급권자","65~79세","","","","","","126","168","132","136","224","356","327","384","423","497","556",
"화곡1동","국민기초생활보장 수급권자","80세 이상","","","","","","40","47","44","50","29","125","122","138","153","174","193",
"화곡1동","저소득노인","계","","","","","","97","67","66","66","66","180","83","58","64","61","94",
"화곡1동","저소득노인","65~79세","","","","","","63","46","42","52","52","114","48","30","35","33","57",
"화곡1동","저소득노인","80세 이상","","","","","","34","21","24","14","14","66","35","28","29","28","37",
"화곡1동","일   반","계","","","","","","916","711","1037","1126","1187","1101","1247","1398","1447","1529","2519",
"화곡1동","일   반","65~79세","","","","","","795","629","963","999","1084","936","1056","1145","1194","1261","2016",
"화곡1동","일   반","80세 이상","","","","","","121","82","74","127","103","165","191","253","253","268","503",
"화곡2동","합계","계","","","","","","435","460","467","434","441","565","626","674","757","802","1206",
"화곡2동","합계","65~79세","","","","","","359","375","387","329","330","463","503","531","597","628","901",
"화곡2동","합계","80세 이상","","","","","","76","85","80","105","111","102","123","143","160","174","305",
"화곡2동","국민기초생활보장 수급권자","계","","","","","","64","86","82","83","88","188","184","216","249","270","304",
"화곡2동","국민기초생활보장 수급권자","65~79세","","","","","","53","66","62","61","65","131","132","153","178","189","204",
"화곡2동","국민기초생활보장 수급권자","80세 이상","","","","","","11","20","20","22","23","57","52","63","71","81","100",
"화곡2동","저소득노인","계","","","","","","30","19","26","29","31","34","37","29","25","25","44",
"화곡2동","저소득노인","65~79세","","","","","","25","13","20","24","26","24","26","17","20","21","34",
"화곡2동","저소득노인","80세 이상","","","","","","5","6","6","5","5","10","11","12","5","4","10",
"화곡2동","일   반","계","","","","","","341","355","359","322","322","343","405","429","483","507","858",
"화곡2동","일   반","65~79세","","","","","","281","296","305","244","239","308","345","361","399","418","663",
"화곡2동","일   반","80세 이상","","","","","","60","59","54","78","83","35","60","68","84","89","195",
"화곡3동","합계","계","","","","","","492","532","557","613","622","704","723","781","826","850","1160",
"화곡3동","합계","65~79세","","","","","","388","419","443","493","195","535","542","583","620","628","839",
"화곡3동","합계","80세 이상","","","","","","104","113","114","120","427","169","181","198","206","222","321",
"화곡3동","국민기초생활보장 수급권자","계","","","","","","59","108","71","75","108","143","160","183","187","194","227",
"화곡3동","국민기초생활보장 수급권자","65~79세","","","","","","42","60","45","52","40","93","99","116","119","126","151",
"화곡3동","국민기초생활보장 수급권자","80세 이상","","","","","","17","48","26","23","68","50","61","67","68","68","76",
"화곡3동","저소득노인","계","","","","","","15","18","21","22","20","29","16","13","18","19","21",
"화곡3동","저소득노인","65~79세","","","","","","12","12","13","15","4","21","13","9","13","11","15",
"화곡3동","저소득노인","80세 이상","","","","","","3","6","8","7","16","8","3","4","5","8","6",
"화곡3동","일   반","계","","","","","","418","406","465","516","494","532","547","585","621","637","912",
"화곡3동","일   반","65~79세","","","","","","334","347","385","426","151","421","430","458","488","491","673",
"화곡3동","일   반","80세 이상","","","","","","84","59","80","90","343","111","117","127","133","146","239",
"화곡4동","합계","계","","","","","","613","809","650","712","668","737","841","903","979","1051","1623",
"화곡4동","합계","65~79세","","","","","","507","639","490","511","538","594","529","728","767","816","1025",
"화곡4동","합계","80세 이상","","","","","","106","170","160","201","130","143","312","175","212","235","598",
"화곡4동","국민기초생활보장 수급권자","계","","","","","","96","120","106","145","174","199","239","303","337","393","431",
"화곡4동","국민기초생활보장 수급권자","65~79세","","","","","","76","93","80","85","123","141","43","208","238","275","121",
"화곡4동","국민기초생활보장 수급권자","80세 이상","","","","","","20","27","26","60","51","58","196","95","99","118","310",
"화곡4동","저소득노인","계","","","","","","34","39","35","38","36","34","48","30","28","27","45",
"화곡4동","저소득노인","65~79세","","","","","","25","29","26","28","25","23","29","16","16","12","26",
"화곡4동","저소득노인","80세 이상","","","","","","9","10","9","10","11","11","19","14","12","15","19",
"화곡4동","일   반","계","","","","","","483","650","509","529","458","504","554","570","614","631","1147",
"화곡4동","일   반","65~79세","","","","","","406","517","384","398","390","430","457","504","513","529","878",
"화곡4동","일   반","80세 이상","","","","","","77","133","125","131","68","74","97","66","101","102","269",
"화곡본동","합계","계","","","","","","741","762","691","745","934","995","1076","1212","1332","1427","2229",
"화곡본동","합계","65~79세","","","","","","595","612","521","609","749","804","872","960","1044","1113","1670",
"화곡본동","합계","80세 이상","","","","","","146","150","170","136","185","191","204","252","288","314","559",
"화곡본동","국민기초생활보장 수급권자","계","","","","","","145","147","129","152","221","244","309","404","441","501","578",
"화곡본동","국민기초생활보장 수급권자","65~79세","","","","","","96","98","85","92","132","167","206","260","285","341","393",
"화곡본동","국민기초생활보장 수급권자","80세 이상","","","","","","49","49","44","60","89","77","103","144","156","160","185",
"화곡본동","저소득노인","계","","","","","","43","45","43","46","62","84","73","59","40","38","70",
"화곡본동","저소득노인","65~79세","","","","","","33","34","28","36","38","48","43","28","17","20","42",
"화곡본동","저소득노인","80세 이상","","","","","","10","11","15","10","24","36","30","31","23","18","28",
"화곡본동","일   반","계","","","","","","553","570","519","547","651","667","694","749","851","888","1581",
"화곡본동","일   반","65~79세","","","","","","466","480","408","481","579","589","623","672","742","752","1235",
"화곡본동","일   반","80세 이상","","","","","","87","90","111","66","72","78","71","77","109","136","346",
